objectID,ra,dec,total_votes,imgID,morphology,edgeon,spiral
587736915146703175,231.1670379638672,9.94522762298584,132,100144,smooth,no,no
587736915146899638,231.67369079589844,9.818957328796388,159,100148,features,yes,spiral
587736915147030884,231.952880859375,9.765096664428713,220,100153,features,no,no
587736915147096094,232.0423889160156,9.872274398803713,141,100154,smooth,no,no
587736915147161875,232.15087890625,9.763941764831545,161,100158,smooth,no,no
587736915147161906,232.16294860839844,9.7528715133667,168,100159,features,no,no
587725552269394252,119.9268569946289,46.59722900390625,188,10016,features,yes,no
587736915147423824,232.80572509765625,9.564827919006348,149,100162,features,no,no
587736915147686234,233.38819885253903,9.661335945129396,208,100165,features,no,no
587736915147686235,233.38775634765625,9.659805297851562,204,100166,features,no,no
587736915147751595,233.5830993652344,9.422632217407228,279,100168,features,no,spiral
587736915147751851,233.61184692382807,9.508872032165527,144,100170,smooth,no,spiral
587736915147817023,233.66616821289065,9.480576515197754,286,100171,features,no,spiral
587736915147817259,233.65740966796875,9.525336265563965,138,100174,features,no,spiral
587736915148013590,234.08218383789065,9.344216346740724,276,100176,features,no,spiral
587736915148013896,234.17434692382807,9.445152282714844,212,100177,features,no,spiral
587736915148210225,234.57574462890625,9.35243034362793,356,100181,features,no,spiral
587736915148407148,235.03433227539065,9.239572525024414,150,100184,smooth,no,no
587736915148931125,236.19046020507807,8.997245788574219,344,100187,features,no,spiral
587736915148996717,236.4107360839844,9.057879447937012,319,100188,features,no,spiral
587736915148996965,236.3751678466797,8.990948677062988,151,100189,smooth,no,no
587736915149193243,236.7834014892578,8.78825569152832,151,100193,smooth,no,spiral
587736915149259015,237.0639495849609,8.86812686920166,264,100197,features,no,spiral
587736915149324685,237.15179443359372,8.796443939208984,209,100198,features,no,spiral
587736915149324759,237.1716766357422,8.776402473449707,161,100199,features,no,spiral
587722983355514966,191.06048583984372,0.1095549911260604,249,1002,features,no,spiral
587725552269459744,120.02476501464844,46.756385803222656,165,10020,smooth,no,no
587736915149324848,237.1994171142578,8.775665283203125,180,100201,features,yes,no
587736915149389862,237.23272705078125,8.845654487609863,201,100202,features,no,no
587736915149390084,237.3140563964844,8.796069145202637,140,100203,smooth,no,no
587736915149390371,237.3098907470703,8.8716459274292,263,100207,features,no,spiral
587736915149521220,237.5344696044922,8.634835243225098,270,100209,features,no,spiral
587736915149521294,237.61822509765625,8.752735137939453,309,100211,features,no,spiral
587736915149586756,237.69927978515625,8.718202590942383,201,100212,features,no,spiral
587736915149783399,238.1924743652344,8.67423152923584,205,100213,features,no,spiral
587736915149914502,238.5147705078125,8.558487892150879,204,100216,features,yes,no
587736915149914507,238.5213928222656,8.587967872619629,125,100217,smooth,no,no
587736915149980032,238.59344482421875,8.57088851928711,287,100219,features,no,spiral
587736915150176833,239.10382080078125,8.399649620056152,126,100220,features,no,spiral
587736915150766583,240.4338836669922,8.066099166870117,156,100225,features,no,spiral
587736915150963206,240.8588409423828,8.015640258789062,192,100227,features,no,spiral
587736915151159820,241.278564453125,7.889053344726562,141,100229,smooth,no,no
587736915151946271,243.05755615234372,7.457170486450195,271,100233,features,no,spiral
587736915152667239,244.6946258544922,7.220386028289795,135,100237,features,no,no
587736915152732874,244.8984222412109,7.183619022369385,218,100239,features,no,spiral
587725552269721635,120.7264633178711,47.11921691894531,215,10024,features,no,spiral
587736915152929302,245.22352600097656,7.00521993637085,148,100240,features,no,no
587736915674529926,210.37600708007807,13.588338851928713,168,100243,features,no,spiral
587736915674595512,210.540283203125,13.394673347473145,192,100244,features,no,spiral
587736915674661054,210.75296020507807,13.566652297973633,128,100245,smooth,no,no
587725552269918444,121.0765609741211,47.46382141113281,180,10025,features,no,spiral
587736915675840720,213.47998046875,13.189301490783691,145,100251,features,no,spiral
587736915675906207,213.6435089111328,13.181370735168455,241,100252,features,no,spiral
587736915675971695,213.720458984375,13.18899917602539,234,100253,features,no,spiral
587736915676168391,214.2183074951172,13.005221366882324,145,100255,smooth,no,no
587736915676364895,214.6475372314453,12.97180461883545,373,100258,features,no,spiral
587736915676496015,214.8812561035156,12.893732070922852,185,100261,features,no,no
587736915676561679,215.1270904541016,13.042169570922852,160,100262,features,no,no
587736915676889222,215.90896606445312,12.782894134521484,133,100264,smooth,no,no
587736915676889291,215.92735290527344,12.814579963684082,147,100265,smooth,no,no
587736915676954807,215.9594573974609,12.744391441345217,303,100266,features,no,spiral
587736915677216948,216.60975646972656,12.688152313232422,161,100268,features,no,no
587736915677282497,216.77850341796875,12.774645805358888,199,100269,features,no,spiral
587736915677413396,217.0431365966797,12.619932174682615,152,100271,smooth,no,no
587736915677413584,217.01119995117188,12.651467323303224,194,100272,features,no,spiral
587736915677610002,217.47836303710935,12.610188484191896,158,100278,smooth,no,no
587725552270180600,121.5765609741211,48.12003707885742,206,10028,features,no,spiral
587736915677872418,218.2159881591797,12.440824508666992,295,100283,features,no,spiral
587736915677937676,218.24513244628903,12.59369945526123,345,100285,features,no,spiral
587736915677937981,218.3369598388672,12.505281448364258,194,100286,features,no,spiral
587736915677937990,218.36036682128903,12.57761573791504,262,100287,features,no,spiral
587736915678134379,218.8315277099609,12.472406387329102,328,100290,features,no,spiral
587736915678199818,218.85047912597656,12.454447746276855,231,100292,features,no,spiral
587736915678199987,218.86936950683597,12.357019424438477,149,100294,features,no,spiral
587736915678200032,218.9259185791016,12.374482154846191,177,100295,features,no,spiral
587736915678265517,219.10400390625,12.40180778503418,155,100296,features,no,no
587736915678593083,219.78488159179688,12.227685928344728,287,100298,features,no,spiral
587725552270246042,121.5541000366211,48.23070907592773,162,10030,features,no,spiral
587736915678593301,219.85397338867188,12.36987590789795,222,100300,features,no,spiral
587736915678658705,220.02171325683597,12.32274341583252,294,100306,features,no,spiral
587736915678658783,219.93630981445312,12.36269474029541,220,100307,features,no,spiral
587736915678658896,219.9998321533203,12.3133544921875,278,100309,features,no,spiral
587736915678724283,220.12733459472656,12.323800086975098,265,100310,features,no,spiral
587736915678789845,220.2476348876953,12.265288352966309,222,100312,features,no,spiral
587736915679248418,221.3453521728516,12.141252517700195,130,100314,smooth,no,no
587736915679314162,221.50454711914065,12.098965644836426,137,100315,smooth,no,no
587736915679445249,221.81024169921875,12.09254264831543,171,100318,features,no,no
587736915679445276,221.81185913085935,11.98203468322754,147,100319,features,no,spiral
587736915679772930,222.5863342285156,11.980137825012209,179,100322,features,no,no
587736915679903891,222.8050994873047,11.759503364562988,231,100323,features,no,spiral
587736915679903939,222.8577880859375,11.80373477935791,403,100324,features,no,spiral
587736915680035055,223.13409423828125,11.879767417907717,136,100326,smooth,no,no
587736915680035158,223.187255859375,11.729212760925291,171,100327,features,no,spiral
587736915680231757,223.68751525878903,11.803181648254396,297,100328,features,no,spiral
587725552270508292,122.14913177490234,48.75276184082031,178,10033,features,no,spiral
587736915680559134,224.32440185546875,11.668726921081545,301,100333,features,no,spiral
587736915680624896,224.5292510986328,11.605504035949709,143,100336,smooth,no,no
587736915680690388,224.62014770507807,11.546603202819824,157,100337,smooth,no,no
587725552270573812,122.2380142211914,48.88904571533203,117,10034,features,no,spiral
587736915680887062,225.13284301757807,11.531574249267578,295,100342,features,no,spiral
587736915680952356,225.2361602783203,11.517395973205566,341,100343,features,no,spiral
587736915680952589,225.3158416748047,11.40201187133789,309,100344,features,no,spiral
587736915681083712,225.6097717285156,11.306976318359377,208,100345,features,no,spiral
587736915681345753,226.09364318847656,11.224321365356444,287,100349,features,no,spiral
587725552270639250,122.45735168457033,48.90875244140625,257,10035,features,no,spiral
587736915681476781,226.43101501464844,11.289545059204102,333,100352,features,no,spiral
587736915681804417,227.2659912109375,11.154749870300291,206,100356,features,no,spiral
587736915682132312,228.0052947998047,10.88799285888672,230,100359,features,no,spiral
587725552270704824,122.5609893798828,49.03769302368164,205,10036,features,no,spiral
587736915682197727,228.0579071044922,10.9231595993042,313,100362,features,no,spiral
587736915682263274,228.2957000732422,10.933143615722656,188,100364,features,no,spiral
587736915682787539,229.41305541992188,10.786587715148926,245,100371,features,no,spiral
587736915682853127,229.61669921875,10.63357925415039,198,100372,features,no,spiral
587736915683246411,230.48606872558597,10.567490577697754,294,100373,features,no,spiral
587736915683311978,230.72189331054688,10.524703979492188,326,100374,features,no,spiral
587736915683377500,230.8017425537109,10.53159523010254,181,100375,features,no,spiral
587736915683442952,230.9290771484375,10.550718307495115,170,100376,features,no,spiral
587736915683508446,231.02642822265625,10.330520629882812,218,100379,features,no,spiral
587736915683705123,231.58370971679688,10.286008834838867,147,100381,features,no,spiral
587736915683770658,231.6643524169922,10.22572898864746,266,100384,features,no,spiral
587736915683770709,231.73025512695312,10.353303909301758,215,100385,features,no,spiral
587736915683836144,231.78887939453125,10.292490005493164,193,100386,features,no,spiral
587736915683836234,231.8671417236328,10.36079216003418,224,100387,features,no,spiral
587736915683901547,231.95851135253903,10.15077018737793,128,100389,smooth,no,no
587725552270770318,122.63365173339844,49.13154220581055,144,10039,features,no,no
587736915684295066,232.93682861328125,10.080700874328612,175,100395,features,no,spiral
587736915684491372,233.3589630126953,9.986075401306152,154,100397,smooth,no,no
587736915684556995,233.4459381103516,10.023468017578123,262,100398,features,no,spiral
587736915684687938,233.72927856445312,9.829442024230955,169,100399,smooth,no,no
587722983355515068,191.0252685546875,0.0349912494421005,157,1004,smooth,no,no
587725552270770322,122.67084503173828,49.11924743652344,161,10040,features,no,spiral
587736915684688342,233.8637542724609,9.833473205566406,154,100400,smooth,no,no
587736915685081364,234.6048126220703,9.64098072052002,217,100402,features,no,spiral
587736915685146779,234.9060516357422,9.653035163879396,318,100403,features,no,spiral
587736915685212512,235.00198364257807,9.682634353637695,188,100404,features,no,spiral
587736915685474382,235.53781127929688,9.487123489379885,142,100405,smooth,no,no
587736915685933476,236.66297912597656,9.42824935913086,207,100409,features,no,spiral
587736915686064471,236.8999786376953,9.304583549499512,386,100411,features,no,spiral
587736915686130061,237.03277587890625,9.167134284973145,389,100415,features,no,spiral
587736915686195262,237.1951446533203,9.257085800170898,209,100417,features,no,spiral
587736915686392084,237.6835479736328,9.012431144714355,159,100418,features,no,no
587736915686457654,237.78268432617188,9.031214714050291,141,100420,smooth,no,no
587736915686457753,237.8631134033203,9.129361152648926,127,100422,smooth,no,no
587736915686457836,237.8977508544922,9.145612716674805,147,100423,features,yes,no
587736915686916556,238.92556762695312,8.924363136291504,189,100426,features,no,spiral
587736915687113312,239.35256958007807,8.685297012329102,147,100428,smooth,no,no
587736915687178521,239.38304138183597,8.717464447021484,314,100429,features,no,spiral
587725552270770429,122.72750091552734,49.18437957763672,118,10043,smooth,no,no
587736915687374970,239.86231994628903,8.715847969055176,340,100430,features,no,spiral
587736915687637502,240.52235412597656,8.448566436767578,332,100431,features,no,spiral
587736915687768289,240.80419921875,8.489354133605957,298,100433,features,no,spiral
587736915687964858,241.2621307373047,8.426383018493652,289,100435,features,no,spiral
587736915687964984,241.15036010742188,8.304877281188965,314,100436,features,no,spiral
587736915687965132,241.25241088867188,8.427131652832031,133,100437,smooth,no,no
587736915688096267,241.55918884277344,8.285938262939453,136,100439,features,no,spiral
587725552270770441,122.6448211669922,49.23566055297852,164,10044,smooth,no,no
587736915688292991,242.00286865234372,8.093582153320312,167,100441,features,no,spiral
587736915688751617,243.0178375244141,7.888715744018555,244,100442,features,no,spiral
587736915688817024,243.08767700195312,7.925736427307129,243,100443,features,no,spiral
587736915689079118,243.7296295166016,7.808883190155029,143,100446,smooth,no,no
587736915689144580,243.90719604492188,7.814902305603027,185,100447,features,no,spiral
587736915689210373,244.0320587158203,7.741601467132568,164,100449,features,no,no
587725552270835904,122.86628723144533,49.30232238769531,189,10045,features,no,spiral
587736915689210374,244.0312042236328,7.742887020111084,139,100450,features,no,no
587736915689275640,244.1634063720703,7.616021633148193,220,100451,features,no,spiral
587736915689996571,245.81773376464844,7.266086101531982,291,100456,features,no,spiral
587725552270901423,122.8886947631836,49.39822006225586,158,10046,features,no,spiral
587736915690193422,246.20957946777344,7.296404361724853,244,100461,features,no,spiral
587736915690193526,246.2347412109375,7.242349147796631,353,100462,features,no,spiral
587736916211400889,210.4017639160156,13.835147857666016,168,100463,features,no,spiral
587736916211663082,211.0983123779297,13.805840492248535,188,100464,features,no,spiral
587736916212580509,213.1625518798828,13.677066802978516,323,100469,features,no,spiral
587736916212645956,213.4093780517578,13.645998001098633,148,100470,features,no,spiral
587736916212646023,213.335693359375,13.669681549072266,132,100472,smooth,no,no
587736916212973845,214.1405029296875,13.466139793395996,207,100477,features,no,spiral
587736916213104828,214.34495544433597,13.39169692993164,312,100478,features,no,spiral
587725552270901500,123.0363998413086,49.43568420410156,315,10048,features,no,spiral
587736916213563529,215.5185546875,13.354140281677246,144,100483,smooth,no,spiral
587736916213891246,216.1760406494141,13.126123428344728,132,100486,smooth,no,spiral
587736916214087850,216.70469665527344,13.125326156616213,152,100488,smooth,no,no
587736916214153311,216.8780670166016,13.236326217651367,114,100489,smooth,no,no
587725552271032484,123.14192199707033,49.62849426269531,147,10049,features,no,no
587736916214349869,217.2825469970703,13.170373916625977,163,100491,features,no,spiral
587736916214743215,218.23342895507807,12.871905326843262,135,100492,smooth,no,no
587736916214808593,218.3179168701172,12.89447784423828,128,100493,smooth,no,no
587736916214874320,218.5655670166016,12.923667907714844,139,100494,smooth,no,no
587736916215529637,220.0328826904297,12.654857635498049,151,100498,smooth,no,no
587736916215595184,220.1607360839844,12.726828575134276,137,100499,smooth,no,no
587725552271032536,123.14507293701172,49.70888900756836,153,10050,smooth,no,spiral
587736916215726302,220.43548583984372,12.633362770080566,157,100503,smooth,no,spiral
587736916216053858,221.2344970703125,12.50088882446289,279,100508,features,no,spiral
587725552271097998,123.37818145751952,49.681640625,186,10051,features,no,no
587736916216250546,221.7808837890625,12.446905136108398,270,100511,features,no,spiral
587736916216250685,221.74188232421875,12.424126625061035,244,100512,features,no,spiral
587736916216250695,221.74435424804688,12.397298812866213,259,100513,features,no,spiral
587736916216250702,221.7518615722656,12.335161209106444,213,100514,features,no,spiral
587736916216316159,221.8759307861328,12.478994369506836,245,100515,features,no,spiral
587736916216512715,222.31082153320312,12.298720359802246,296,100518,features,no,spiral
587725552271360088,123.80321502685548,50.34946441650391,94,10052,features,no,no
587736916216840262,223.0687255859375,12.286534309387209,134,100520,smooth,no,no
587736916216971539,223.31939697265625,12.09934139251709,178,100521,features,no,no
587736916217037061,223.56956481933597,12.141684532165527,123,100522,smooth,no,no
587736916217299127,224.10153198242188,12.14445972442627,229,100523,features,no,spiral
587736916217364762,224.32745361328125,12.085807800292969,233,100526,features,no,spiral
587736916217430201,224.37583923339844,12.1188383102417,284,100528,features,no,spiral
587736916217430288,224.4122314453125,12.040030479431152,149,100529,smooth,no,spiral
587736916217495780,224.617919921875,12.053576469421388,256,100532,features,no,spiral
587736916217495826,224.61810302734372,11.90817165374756,345,100533,features,no,spiral
587736916217626929,224.89707946777344,11.849061012268066,163,100536,features,no,spiral
587736916217889084,225.53414916992188,11.761502265930176,340,100539,features,no,spiral
587725552271360240,124.07367706298828,50.27554702758789,292,10054,features,no,spiral
587736916217954554,225.60159301757807,11.870817184448242,138,100541,smooth,no,no
587736916217954575,225.6243438720703,11.894341468811035,139,100542,smooth,no,no
587736916218085697,225.90823364257807,11.700390815734863,156,100544,features,no,spiral
587736916218085707,225.9205780029297,11.716373443603516,160,100545,smooth,no,no
587736916218085748,225.9430694580078,11.70974826812744,140,100546,features,yes,no
587736916218216696,226.28939819335935,11.706459045410156,219,100547,features,no,spiral
587736916218544324,226.932373046875,11.49848461151123,353,100552,features,no,spiral
587736916218609884,227.112060546875,11.64712142944336,270,100553,features,no,spiral
587736916218675440,227.35501098632807,11.510053634643556,317,100554,features,no,spiral
587736916218806523,227.5531768798828,11.459860801696776,223,100556,features,no,spiral
587736916218937373,227.8394317626953,11.392024040222168,215,100558,features,no,no
587736916219002932,228.0098876953125,11.300580024719238,166,100559,features,no,spiral
587736916219003154,228.06088256835935,11.42070770263672,395,100560,features,no,spiral
587736916219396299,228.9161834716797,11.28152847290039,247,100564,features,no,spiral
587736916219396362,228.9727935791016,11.215726852416992,281,100565,features,no,spiral
587736916219592927,229.35394287109372,11.207789421081545,289,100567,features,no,spiral
587736916219593019,229.42454528808597,11.089621543884276,142,100568,smooth,no,spiral
587736916219723855,229.66778564453125,11.14015293121338,331,100571,features,no,spiral
587736916219724098,229.70626831054688,11.174781799316406,129,100572,smooth,no,no
587736916219855143,230.0239715576172,11.010746002197266,317,100573,features,no,spiral
587736916220051682,230.45724487304688,11.008345603942873,282,100574,features,no,spiral
587736916220117136,230.5404357910156,11.004311561584473,198,100575,features,no,spiral
587736916220182838,230.80776977539065,10.981263160705566,203,100577,features,no,no
587736916220248277,230.9449157714844,10.880358695983888,372,100578,features,no,spiral
587736916220379488,231.19143676757807,10.745232582092283,134,100579,smooth,no,no
587736916220641635,231.8702545166016,10.759000778198242,136,100580,smooth,no,no
587736916220641639,231.8658905029297,10.730828285217283,223,100581,features,no,spiral
587736916220772694,232.1407623291016,10.64476490020752,126,100583,smooth,no,no
587736916220838117,232.31832885742188,10.664823532104492,163,100584,features,no,no
587736916220969357,232.56790161132807,10.499197959899902,306,100587,features,no,spiral
587736916220969366,232.5950927734375,10.61530303955078,161,100588,features,no,spiral
587725552271949917,125.2015609741211,51.29138946533203,130,10059,smooth,no,no
587736916221231594,233.2098846435547,10.46596336364746,254,100591,features,no,spiral
587736916221297107,233.3529510498047,10.433979034423828,298,100592,features,no,spiral
587736916221362276,233.42745971679688,10.334878921508787,305,100593,features,no,spiral
587736916221427938,233.5041046142578,10.304362297058104,264,100595,features,no,spiral
587736916221493277,233.6757049560547,10.300148963928224,388,100599,features,no,spiral
587736916221886724,234.69129943847656,10.140721321105955,159,100602,smooth,no,spiral
587736916222214545,235.45899963378903,10.053211212158203,308,100604,features,no,spiral
587736916222476556,235.9655303955078,9.906497955322266,129,100606,smooth,no,spiral
587736916222476692,236.04803466796875,9.90952968597412,144,100607,features,no,spiral
587736916222607756,236.31878662109372,9.926518440246582,129,100612,features,no,no
587736916222673296,236.4106903076172,9.820602416992188,269,100613,features,no,spiral
587736916223263116,237.7508850097656,9.571556091308594,128,100617,smooth,no,no
587736916223263182,237.80860900878903,9.55403995513916,241,100618,features,no,spiral
587736916223394212,238.07907104492188,9.461540222167969,317,100621,features,no,spiral
587736916223459671,238.15953063964844,9.38853931427002,262,100623,features,no,spiral
587736916223590750,238.48341369628903,9.377742767333984,337,100627,features,no,spiral
587736916223853082,239.16336059570312,9.30068302154541,137,100629,smooth,no,no
587736916223918327,239.1973114013672,9.268604278564451,144,100630,smooth,no,no
587736916224639466,240.8933258056641,8.820488929748535,206,100636,features,no,spiral
587736916224901649,241.4307098388672,8.65151596069336,261,100637,features,no,spiral
587725552272605318,126.4871597290039,52.542572021484375,146,10064,features,no,no
587736916225163409,242.02484130859372,8.52817153930664,162,100641,features,no,spiral
587736916225163640,242.0660095214844,8.60825252532959,167,100642,features,no,spiral
587736916225294891,242.38731384277344,8.620223045349121,148,100644,smooth,no,spiral
587736916225425796,242.6222686767578,8.583800315856934,203,100645,features,no,spiral
587736916225949951,243.8889617919922,8.292284965515137,185,100648,features,no,spiral
587736916225950381,243.91275024414065,8.277985572814941,122,100649,features,no,no
587736916226146801,244.2590789794922,8.015728950500488,122,100650,features,no,spiral
587736916226605407,245.22532653808597,7.828944683074951,133,100651,smooth,no,spiral
587736916226671266,245.4709625244141,7.878424167633057,366,100652,features,no,spiral
587736916226933400,246.09848022460935,7.779919147491455,204,100656,features,no,spiral
587725552272670868,126.72579193115234,52.67855072021485,154,10066,smooth,no,no
587736916749123745,212.41921997070312,14.09593677520752,129,100662,smooth,no,no
587736916749123799,212.4679107666016,14.04361057281494,164,100663,features,no,spiral
587736916749254670,212.73350524902344,14.163311958312988,229,100666,features,no,spiral
587736916749320310,212.9708404541016,13.97708511352539,147,100667,features,no,spiral
587736916749320350,212.85140991210935,14.034405708312988,131,100668,smooth,no,no
587736916749385806,213.13235473632807,14.0114107131958,145,100669,smooth,no,no
587725552272670951,126.76316833496094,52.75312042236328,345,10067,features,no,spiral
587736916750172345,214.93670654296875,13.790133476257324,118,100676,features,no,spiral
587736916750303370,215.2654266357422,13.774516105651855,204,100678,features,no,spiral
587736916750500109,215.73033142089844,13.607389450073242,157,100682,smooth,no,spiral
587736916750893199,216.53468322753903,13.65255355834961,146,100685,features,no,spiral
587736916751417575,217.8751678466797,13.48052215576172,280,100692,features,no,spiral
587736916751614159,218.257568359375,13.465633392333984,337,100694,features,no,spiral
587736916751745152,218.50686645507807,13.237323760986328,143,100696,features,no,no
587736916752072928,219.3624267578125,13.30323314666748,231,100698,features,no,spiral
587722983355777200,191.6195831298828,0.0014495500363409,225,1007,features,no,spiral
587736916752335151,219.98291015625,13.07210922241211,140,100701,features,no,spiral
587736916752400401,220.0627593994141,13.159754753112791,306,100702,features,no,spiral
587736916752400533,220.1561279296875,13.05016040802002,161,100703,features,no,spiral
587736916752400564,220.04054260253903,13.183337211608888,129,100704,smooth,no,no
587736916752400758,220.13748168945312,13.021376609802246,159,100706,features,no,no
587736916752400793,220.1649627685547,13.07578945159912,163,100707,features,no,no
587736916752466150,220.29666137695312,13.132423400878906,138,100708,smooth,no,no
587736916752531699,220.3854217529297,13.100513458251951,140,100709,features,yes,no
587736916752597056,220.54568481445312,12.942904472351074,340,100712,features,no,spiral
587736916752597165,220.50694274902344,13.021955490112305,287,100713,features,no,spiral
587736916752728319,220.88868713378903,12.993781089782717,190,100716,features,no,spiral
587736916752859337,221.1093597412109,12.92020034790039,124,100718,smooth,no,no
587736916752990218,221.3972320556641,12.83698558807373,204,100720,features,yes,no
587736916752990250,221.41629028320312,12.925646781921388,164,100721,features,no,no
587736916753187026,221.9538116455078,12.83068561553955,210,100725,features,no,spiral
587736916753842226,223.36338806152344,12.511631965637209,147,100728,features,yes,spiral
587736916754169977,224.1125946044922,12.439545631408691,224,100734,features,no,spiral
587736916754235662,224.4320526123047,12.531086921691896,104,100735,smooth,no,spiral
587736916754301080,224.4403381347656,12.456446647644045,250,100736,features,no,spiral
587736916754366642,224.59063720703125,12.466615676879885,145,100738,features,no,spiral
587736916754432154,224.73960876464844,12.467494010925291,269,100740,features,no,spiral
587736916754432235,224.8053131103516,12.457149505615234,158,100742,features,yes,no
587736916754432262,224.79367065429688,12.282281875610352,143,100743,features,no,spiral
587736916754497729,224.90863037109372,12.393902778625488,190,100744,features,no,spiral
587736916754497741,224.92095947265625,12.328157424926758,185,100745,features,no,spiral
587736916754497758,224.94573974609372,12.32846736907959,303,100746,features,no,spiral
587736916754890970,225.8014373779297,12.19865608215332,151,100747,smooth,no,no
587736916754890971,225.80599975585935,12.191994667053224,146,100748,smooth,no,no
587725552273064196,127.63782501220705,53.44584655761719,152,10075,smooth,no,no
587736916755022134,226.219482421875,12.074591636657717,285,100750,features,no,spiral
587736916755480797,227.19091796875,11.954763412475586,184,100752,smooth,no,no
587736916755611871,227.50396728515625,11.956461906433104,216,100754,features,no,no
587736916755677357,227.5997314453125,11.95356273651123,325,100755,features,no,spiral
587736916755808452,227.93341064453125,11.76492977142334,132,100756,smooth,no,spiral
587736916755939462,228.32858276367188,11.72994327545166,139,100758,smooth,no,no
587736916755939512,228.2311553955078,11.852503776550291,136,100759,smooth,no,no
587725552273129630,127.72425842285156,53.469852447509766,150,10076,features,no,spiral
587736916755939526,228.21519470214844,11.697734832763672,126,100760,features,no,no
587736916756201790,228.93544006347656,11.628169059753418,137,100763,features,no,no
587736916756529241,229.64015197753903,11.614497184753418,183,100768,features,no,spiral
