objectID,ra,dec,total_votes,p_smooth,p_features,p_artifact,p_edgeon_yes,p_edgeon_no,p_spiral,p_no_spiral,imgID,morphology,edgeon,spiral
587736915142050056,220.57066345214844,11.7083740234375,212,0.0130000002682209,0.9789999723434448,0.0,0.0004529003412782,0.9741801013703808,0.9998152083755428,3.712883316717707e-13,100052,features,no,spiral
587736915142181153,220.86932373046875,11.752872467041016,181,0.0,1.0,0.0010000000474974,0.0029451929504524,0.9600086469724872,0.9964868184478608,6.867571425275722e-05,100054,features,no,spiral
587736915142246574,220.91848754882807,11.643784523010254,130,0.8159999847412109,0.0829999968409538,0.003000000026077,0.0,1.0,0.0,1.0,100055,smooth,no,no
587736915142377613,221.18875122070312,11.624464988708496,190,0.0,0.9990000128746032,0.0,0.0,1.0,0.9989412613034664,2.272174117553133e-08,100057,features,no,spiral
587736915142377698,221.2997283935547,11.555254936218262,287,0.0,1.0,0.0,5.75660841597152e-05,0.9906304923250954,0.9999999679439824,2.455820419322756e-16,100058,features,no,spiral
587736915142508673,221.6153717041016,11.50734519958496,180,0.9039999842643738,0.096000000834465,0.0,0.0,1.0,0.0,1.0,100059,smooth,no,no
587725552269066552,119.49788665771484,46.01336669921875,356,0.0010000000474974,0.9850000143051147,0.0,0.0015649378571073,0.986786099394406,0.99615387179699,0.0256945637149975,10006,features,no,spiral
587736915142574132,221.6936492919922,11.570196151733398,117,0.8949999809265137,0.0529999993741512,0.0529999993741512,0.0,1.0,0.0,1.0,100062,smooth,no,no
587736915142574202,221.75042724609372,11.592020988464355,337,0.0240000002086162,0.9760000109672546,0.0,0.0238421880887453,0.9764677117791152,0.976322295950388,0.0250633420733071,100064,features,no,spiral
587736915142574258,221.77633666992188,11.593802452087402,165,0.8859999775886536,0.0820000022649765,0.0320000015199184,0.0,1.0,0.0,1.0,100066,smooth,no,no
587736915142770803,222.12088012695312,11.625602722167969,343,0.0,1.0,0.0,0.0004904208022417,0.9623967318087406,1.0,0.0,100080,features,no,spiral
587736915143032966,222.71897888183597,11.52039909362793,159,0.9179999828338624,0.0879999995231628,0.0,0.0,1.0,0.0,1.0,100084,smooth,no,no
587736915143164204,223.1402740478516,11.33968734741211,138,0.9509999752044678,0.0280000008642673,0.0,0.0,1.0,0.0,1.0,100088,smooth,no,no
587736915143360680,223.49989318847656,11.233917236328123,136,0.8460000157356262,0.1519999951124191,0.0160000007599592,0.0,1.0,0.0,1.0,100091,smooth,no,no
587736915143426202,223.63905334472656,11.308615684509276,140,0.878000020980835,0.1990000009536743,0.0,0.0,1.0,0.0,1.0,100092,smooth,no,no
587736915143753884,224.35716247558597,11.093422889709473,210,0.0,0.9990000128746032,0.0,0.0030551557592454,0.9529182890934972,0.99973996094879,1.9831476456474592e-08,100094,features,no,spiral
587736915143950548,224.8691864013672,11.071602821350098,183,0.1940000057220459,0.9350000023841858,0.0240000002086162,0.0071548355774197,0.9693051921794752,0.0,1.0,100095,features,no,no
587736915144016188,225.0335235595703,11.022017478942873,265,0.0,1.0,0.0010000000474974,0.0,1.0,0.9955918407384696,0.0003833225298705,100101,features,no,spiral
587736915144147107,225.27947998046875,10.972821235656738,171,0.2639999985694885,0.8510000109672546,0.0,0.0,1.0,0.0,1.0,100102,features,no,no
587736915144147172,225.3492584228516,10.972601890563965,306,0.0230000000447034,0.9900000095367432,0.0010000000474974,0.0,1.0,0.9931409939350396,6.143729036870021e-06,100103,features,no,spiral
587736915144278194,225.6288604736328,10.937545776367188,189,0.0419999994337558,0.9549999833106996,0.0010000000474974,0.0,1.0,0.9999597175531094,1.442036120441606e-14,100104,features,no,spiral
587736915144278218,225.6596527099609,10.944406509399414,288,0.0579999983310699,0.9210000038146972,0.0560000017285347,0.0,1.0,0.930398298529911,4.493638196606908e-06,100106,features,no,spiral
587736915144474820,226.0313262939453,10.843730926513672,149,0.0010000000474974,0.9929999709129332,0.0089999996125698,0.954780301098216,0.1892018818017026,0.0,1.0,100109,features,yes,no
587736915144736828,226.65757751464844,10.715624809265137,141,0.0829999968409538,0.9509999752044678,0.0419999994337558,0.0385532496994555,0.9064159046487746,0.8950427833480226,0.0126363629544805,100113,features,no,spiral
587736915144737067,226.7254943847656,10.705262184143066,174,0.8460000157356262,0.3779999911785126,0.0,0.2274742156227376,0.8074150386113185,0.8549391986774412,0.1133340836665268,100115,smooth,no,spiral
587736915144867903,226.97216796875,10.785784721374512,309,0.0209999997168779,0.9869999885559082,0.0,0.0,1.0,0.9996734379898636,4.799792562578557e-09,100117,features,no,spiral
587736915144933683,227.1962432861328,10.69900608062744,186,0.1770000010728836,0.8420000076293945,0.0209999997168779,0.0418168592113629,0.934341636055737,0.8025185016687857,0.2028256146742031,100119,features,no,spiral
587736915145195785,227.76483154296875,10.540898323059082,396,0.0,0.9850000143051147,0.0240000002086162,0.0034243572340408,0.9793780540116256,1.0,0.0,100120,features,no,spiral
587736915145195809,227.78538513183597,10.537009239196776,292,0.0240000002086162,0.9639999866485596,0.0309999994933605,0.0,1.0,0.900201316959693,0.1031013129330707,100122,features,no,spiral
587736915145326874,228.1024932861328,10.487634658813477,283,0.0020000000949949,0.9710000157356262,0.0209999997168779,0.0069726040158392,0.9802373955363658,0.9964118903325654,4.39586990408019e-05,100125,features,no,spiral
587736915145392244,228.2310791015625,10.450675964355469,155,0.0010000000474974,0.9769999980926514,0.0070000002160668,0.0276166092258708,0.9183208335039664,0.988515828503178,0.0021869066080741,100126,features,no,spiral
587736915145458029,228.39649963378903,10.515029907226562,344,0.0,0.9990000128746032,0.0,0.0,1.0,1.0,0.0,100127,features,no,spiral
587725552269328753,120.0840835571289,46.45554733276367,239,0.0010000000474974,0.9710000157356262,0.0230000000447034,0.0002148196899265,0.9820678712791472,0.9877813396107854,0.0005492217105483,10013,features,no,spiral
587736915145785693,229.12579345703125,10.333507537841797,300,0.0,1.0,0.0230000000447034,0.0023129533263273,0.971221196676236,1.0,0.0,100132,features,no,spiral
587736915145851106,229.1803436279297,10.313146591186523,217,0.0,1.0,0.0,0.0040143684313387,0.9632579168789168,0.9999985575797944,7.985906502544619e-17,100134,features,no,spiral
587736915145982237,229.5800018310547,10.24685764312744,133,0.8600000143051147,0.0829999968409538,0.0469999983906745,0.0,1.0,0.0,1.0,100136,smooth,no,no
587736915146113279,229.8314208984375,10.233769416809082,162,0.0260000005364418,0.9419999718666076,0.0280000008642673,0.0643712541462422,0.8944688177572713,0.9601733528045554,0.0003550580733292,100137,features,no,spiral
587736915146244337,230.0946350097656,10.218907356262209,135,0.0430000014603138,0.9419999718666076,0.0,0.0,1.0,0.9994228594721452,1.1107195779677758e-08,100139,features,no,spiral
587736915146637710,231.02670288085935,9.912090301513672,295,0.0240000002086162,0.9940000176429749,0.0080000003799796,0.0026492686447182,0.9867128044721168,0.9999561585952847,9.919957959797217e-08,100141,features,no,spiral
587736915146703138,231.1465301513672,10.015067100524902,214,0.0080000003799796,1.0,0.0230000000447034,0.0184007441244631,0.9328960842517154,0.8743159718643462,0.0073886056907732,100143,features,no,spiral
587736915146703175,231.1670379638672,9.94522762298584,132,0.8859999775886536,0.0949999988079071,0.0280000008642673,0.0,1.0,0.0,1.0,100144,smooth,no,no
587736915146899638,231.67369079589844,9.818957328796388,159,0.0270000007003545,0.9649999737739564,0.0049999998882412,0.9304015890498692,0.1900424520762418,1.0,0.0,100148,features,yes,spiral
587736915147030884,231.952880859375,9.765096664428713,220,0.1220000013709068,0.8569999933242798,0.0099999997764825,0.2016943745794655,0.8121435589179122,0.1000831403327114,0.9096291611874768,100153,features,no,no
587736915147096094,232.0423889160156,9.872274398803713,141,0.8889999985694885,0.0979999974370002,0.0,0.0,1.0,0.0,1.0,100154,smooth,no,no
587736915147161875,232.15087890625,9.763941764831545,161,0.9409999847412108,0.050000000745058,0.0,0.0037651681395406,0.9358854252749934,0.0,1.0,100158,smooth,no,no
587736915147161906,232.16294860839844,9.7528715133667,168,0.0219999998807907,0.953000009059906,0.0320000015199184,0.0016102920056877,0.946744110272547,0.0,1.0,100159,features,no,no
587725552269394252,119.9268569946289,46.59722900390625,188,0.0,0.9990000128746032,0.0,0.952449696091809,0.1640052028126516,0.0,1.0,10016,features,yes,no
587736915147423824,232.80572509765625,9.564827919006348,149,0.0219999998807907,0.9700000286102296,0.0010000000474974,0.0005857761083418,0.9660589294989772,0.0,1.0,100162,features,no,no
587736915147686234,233.38819885253903,9.661335945129396,208,0.0320000015199184,0.9570000171661376,0.0,0.0,1.0,0.0,1.0,100165,features,no,no
587736915147686235,233.38775634765625,9.659805297851562,204,0.0240000002086162,0.9549999833106996,0.0040000001899898,0.0015959961044682,0.9660086074333172,0.0,1.0,100166,features,no,no
587736915147751595,233.5830993652344,9.422632217407228,279,0.0,0.9169999957084656,0.0240000002086162,0.0225927088421391,0.9736198469866052,1.0,0.0,100168,features,no,spiral
587736915147751851,233.61184692382807,9.508872032165527,144,0.9340000152587892,0.0480000004172325,0.0,0.0,1.0,0.982502782415232,0.0067856308087961,100170,smooth,no,spiral
587736915147817023,233.66616821289065,9.480576515197754,286,0.0,1.0,0.0240000002086162,0.0,1.0,0.9986196492413876,0.0004458491968539,100171,features,no,spiral
587736915147817259,233.65740966796875,9.525336265563965,138,0.0230000000447034,0.9660000205039978,0.0199999995529651,0.0583141397537756,0.8959417903853731,0.9921710995576144,8.626221893373522e-09,100174,features,no,spiral
587736915148013590,234.08218383789065,9.344216346740724,276,0.0,0.9549999833106996,0.0309999994933605,0.0225176283617058,0.972696133993312,0.983871896197947,0.0118103383776953,100176,features,no,spiral
587736915148013896,234.17434692382807,9.445152282714844,212,0.0260000005364418,0.9639999866485596,0.0,0.0,1.0,0.90498673660081,0.0372516992080942,100177,features,no,spiral
587736915148210225,234.57574462890625,9.35243034362793,356,0.0,0.9869999885559082,0.0289999991655349,0.0,1.0,0.9999968205630784,4.24147730850032e-20,100181,features,no,spiral
587736915148407148,235.03433227539065,9.239572525024414,150,0.8289999961853027,0.2750000059604645,0.0,0.0,1.0,0.0,1.0,100184,smooth,no,no
587736915148931125,236.19046020507807,8.997245788574219,344,0.0010000000474974,0.9829999804496764,0.0,0.0037482430838186,0.9815452470989297,0.9879478359800076,0.0494219783145581,100187,features,no,spiral
587736915148996717,236.4107360839844,9.057879447937012,319,0.0,1.0,0.0,0.0,1.0,1.0,0.0,100188,features,no,spiral
587736915148996965,236.3751678466797,8.990948677062988,151,0.9290000200271606,0.090999998152256,0.0209999997168779,0.0,1.0,0.0,1.0,100189,smooth,no,no
587736915149193243,236.7834014892578,8.78825569152832,151,0.8230000138282776,0.0480000004172325,0.0469999983906745,0.0,1.0,0.8158736332443176,0.0099871824778133,100193,smooth,no,spiral
587736915149259015,237.0639495849609,8.86812686920166,264,0.0240000002086162,0.975000023841858,0.0,0.0526879799954865,0.8834143100510806,0.9748609103151576,0.0124205992167877,100197,features,no,spiral
587736915149324685,237.15179443359372,8.796443939208984,209,0.0,0.9409999847412108,0.0,0.0,1.0,0.9838794676360796,7.080325664688806e-05,100198,features,no,spiral
587736915149324759,237.1716766357422,8.776402473449707,161,0.0260000005364418,0.9570000171661376,0.0010000000474974,0.0,1.0,0.9972119150658608,0.0001987186728001,100199,features,no,spiral
587722983355514966,191.06048583984372,0.1095549911260604,249,0.0,1.0,0.0,0.0,1.0,0.999956038067161,7.960176667060065e-10,1002,features,no,spiral
587725552269459744,120.02476501464844,46.756385803222656,165,0.9049999713897704,0.0,0.0340000018477439,0.0,1.0,0.0,1.0,10020,smooth,no,no
587736915149324848,237.1994171142578,8.775665283203125,180,0.1589999943971634,0.8410000205039978,0.0,0.9291538051987808,0.2901401504152963,0.0,1.0,100201,features,yes,no
587736915149389862,237.23272705078125,8.845654487609863,201,0.0890000015497207,0.9739999771118164,0.0410000011324882,0.0905034328403098,0.9187392506184542,0.0,1.0,100202,features,no,no
587736915149390084,237.3140563964844,8.796069145202637,140,0.8429999947547913,0.1089999973773956,0.0439999997615814,0.0,1.0,0.0,1.0,100203,smooth,no,no
587736915149390371,237.3098907470703,8.8716459274292,263,0.0689999982714653,0.9409999847412108,0.0,0.0,1.0,0.9562616251444432,0.0155118374816847,100207,features,no,spiral
587736915149521220,237.5344696044922,8.634835243225098,270,0.0,1.0,0.0,5.331076086554865e-05,0.9898032886711668,1.0,0.0,100209,features,no,spiral
587736915149521294,237.61822509765625,8.752735137939453,309,0.0710000023245811,0.8949999809265137,0.0189999993890523,0.0011438243959069,0.9911059610798733,0.9293943094038676,0.0149224662269708,100211,features,no,spiral
587736915149586756,237.69927978515625,8.718202590942383,201,0.1140000000596046,0.8569999933242798,0.0,0.0,1.0,0.956910537669823,0.0419850645904624,100212,features,no,spiral
587736915149783399,238.1924743652344,8.67423152923584,205,0.0359999984502792,1.0,0.0460000000894069,0.0064666444628049,0.9439148790360102,0.9853749693222118,1.1542539278861764e-06,100213,features,no,spiral
587736915149914502,238.5147705078125,8.558487892150879,204,0.0829999968409538,0.9169999957084656,0.0099999997764825,0.8452869998735696,0.2914597201736528,0.0,1.0,100216,features,yes,no
587736915149914507,238.5213928222656,8.587967872619629,125,0.8180000185966492,0.1089999973773956,0.0219999998807907,0.0,1.0,0.0,1.0,100217,smooth,no,no
587736915149980032,238.59344482421875,8.57088851928711,287,0.0439999997615814,0.977999985218048,0.0,0.0,1.0,0.9938619910231452,8.107523460258943e-06,100219,features,no,spiral
587736915150176833,239.10382080078125,8.399649620056152,126,0.006000000052154,0.9789999723434448,0.0,0.0,1.0,0.9670319099660416,0.0070293432287719,100220,features,no,spiral
587736915150766583,240.4338836669922,8.066099166870117,156,0.0080000003799796,1.0,0.0,0.0601296140629408,0.8597639472005014,0.9950855051072924,8.855592370710253e-06,100225,features,no,spiral
587736915150963206,240.8588409423828,8.015640258789062,192,0.0240000002086162,0.9369999766349792,0.0289999991655349,0.0,1.0,0.9998063041932004,8.483469054837599e-08,100227,features,no,spiral
587736915151159820,241.278564453125,7.889053344726562,141,0.915000021457672,0.0710000023245811,0.0219999998807907,0.0,1.0,0.0,1.0,100229,smooth,no,no
587736915151946271,243.05755615234372,7.457170486450195,271,0.0,1.0,0.0860000029206276,0.0018390393643261,0.9778935566203512,0.9999888722094028,1.282384052083168e-36,100233,features,no,spiral
587736915152667239,244.6946258544922,7.220386028289795,135,0.2669999897480011,0.8190000057220459,0.0419999994337558,0.0,1.0,0.0,1.0,100237,features,no,no
587736915152732874,244.8984222412109,7.183619022369385,218,0.0590000003576278,0.944000005722046,0.0070000002160668,6.774866295886402e-05,0.9840592154703306,0.9922329137024436,0.0076843939220442,100239,features,no,spiral
587725552269721635,120.7264633178711,47.11921691894531,215,0.0199999995529651,0.975000023841858,0.0010000000474974,0.0005233653048829,0.9813794825374266,0.999677464357358,2.650288116754957e-06,10024,features,no,spiral
587736915152929302,245.22352600097656,7.00521993637085,148,0.0649999976158142,0.9580000042915344,0.0219999998807907,6.316662880056126e-05,0.9822205932164888,0.0,1.0,100240,features,no,no
587736915674529926,210.37600708007807,13.588338851928713,168,0.1049999967217445,0.9139999747276306,0.0,0.0,1.0,0.9979579751456296,0.000631186449902,100243,features,no,spiral
587736915674595512,210.540283203125,13.394673347473145,192,0.1400000005960464,0.8809999823570251,0.0,0.0,1.0,0.8144982068164579,0.1065997683333645,100244,features,no,spiral
587736915674661054,210.75296020507807,13.566652297973633,128,0.8889999985694885,0.050000000745058,0.0480000004172325,0.0,1.0,0.0,1.0,100245,smooth,no,no
587725552269918444,121.0765609741211,47.46382141113281,180,0.0320000015199184,0.9729999899864196,0.0469999983906745,0.0,1.0,0.9961778631097012,9.77856975220343e-10,10025,features,no,spiral
587736915675840720,213.47998046875,13.189301490783691,145,0.3810000121593475,0.9729999899864196,0.0549999997019767,0.0,1.0,0.9812169261808368,2.0864270461798256e-06,100251,features,no,spiral
587736915675906207,213.6435089111328,13.181370735168455,241,0.0270000007003545,0.972000002861023,0.0,1.5911431743037704e-05,0.98174303215738,0.97995172907993,0.0197923075940976,100252,features,no,spiral
587736915675971695,213.720458984375,13.18899917602539,234,0.0,1.0,0.0010000000474974,0.0,1.0,0.9928557741279692,1.4970118444849574e-07,100253,features,no,spiral
587736915676168391,214.2183074951172,13.005221366882324,145,0.8050000071525574,0.1829999983310699,0.0240000002086162,0.0165483515333413,0.9109667217080082,0.0,1.0,100255,smooth,no,no
587736915676364895,214.6475372314453,12.97180461883545,373,0.0199999995529651,0.996999979019165,0.0,0.0001014414270646,0.9843961586214124,0.9507113219113164,0.0699999965558827,100258,features,no,spiral
587736915676496015,214.8812561035156,12.893732070922852,185,0.6690000295639038,0.975000023841858,0.0610000006854534,0.0,1.0,0.0,1.0,100261,features,no,no
587736915676561679,215.1270904541016,13.042169570922852,160,0.0,0.9509999752044678,0.0900000035762786,0.054802166404602,0.8920845643352627,0.0,1.0,100262,features,no,no
587736915676889222,215.90896606445312,12.782894134521484,133,0.8700000047683716,0.0509999990463256,0.0549999997019767,0.0,1.0,0.0,1.0,100264,smooth,no,no
587736915676889291,215.92735290527344,12.814579963684082,147,0.8220000267028809,0.3039999902248382,0.003000000026077,0.0,1.0,0.0,1.0,100265,smooth,no,no
587736915676954807,215.9594573974609,12.744391441345217,303,0.0,1.0,0.0,0.0,1.0,0.9999995101238772,1.6236839817174705e-13,100266,features,no,spiral
587736915677216948,216.60975646972656,12.688152313232422,161,0.0399999991059303,0.9319999814033508,0.0230000000447034,0.0947873006856444,0.8911108801440416,0.0,1.0,100268,features,no,no
587736915677282497,216.77850341796875,12.774645805358888,199,0.0020000000949949,0.9990000128746032,0.0020000000949949,0.0760844285574333,0.8316729579070681,0.966314120272762,7.2882985239796e-05,100269,features,no,spiral
587736915677413396,217.0431365966797,12.619932174682615,152,0.8830000162124634,0.0829999968409538,0.0260000005364418,0.0,1.0,0.0,1.0,100271,smooth,no,no
587736915677413584,217.01119995117188,12.651467323303224,194,0.003000000026077,0.968999981880188,0.025000000372529,1.5493854901499366e-05,0.9974471214104452,0.9585765228522748,0.0029548311628703,100272,features,no,spiral
587736915677610002,217.47836303710935,12.610188484191896,158,0.8600000143051147,0.0829999968409538,0.0260000005364418,0.0,1.0,0.0,1.0,100278,smooth,no,no
587725552270180600,121.5765609741211,48.12003707885742,206,0.0020000000949949,0.9449999928474426,0.0,0.0,1.0,0.993695853593359,0.0040069919481652,10028,features,no,spiral
587736915677872418,218.2159881591797,12.440824508666992,295,0.0,1.0,0.0,0.0,1.0,1.0,0.0,100283,features,no,spiral
587736915677937676,218.24513244628903,12.59369945526123,345,0.0,0.9990000128746032,0.0010000000474974,0.003145557189945,0.9910887504604678,0.9999034054188092,2.3944534362436942e-08,100285,features,no,spiral
587736915677937981,218.3369598388672,12.505281448364258,194,0.1430000066757202,0.8289999961853027,0.0399999991059303,0.0,1.0,0.9381937490198976,0.0679732770768211,100286,features,no,spiral
587736915677937990,218.36036682128903,12.57761573791504,262,0.0879999995231628,0.878000020980835,0.0270000007003545,0.0,1.0,0.9726083402295088,0.0212561157726239,100287,features,no,spiral
587736915678134379,218.8315277099609,12.472406387329102,328,0.0130000002682209,0.977999985218048,0.0089999996125698,0.0,1.0,0.9880953098588432,1.1160434370257836e-06,100290,features,no,spiral
587736915678199818,218.85047912597656,12.454447746276855,231,0.0,0.968999981880188,0.0179999992251396,0.0027070725429948,0.9803646898377923,0.9938631324441533,1.0483909037852384e-05,100292,features,no,spiral
587736915678199987,218.86936950683597,12.357019424438477,149,0.0,0.9990000128746032,0.0410000011324882,0.0,1.0,0.9753760244519736,0.0009907691473797,100294,features,no,spiral
587736915678200032,218.9259185791016,12.374482154846191,177,0.0509999990463256,0.9670000076293944,0.0049999998882412,0.0,1.0,0.9986638053780492,1.7129916377442285e-15,100295,features,no,spiral
587736915678265517,219.10400390625,12.40180778503418,155,0.324999988079071,0.875,0.0049999998882412,0.0143998149347601,0.9280286487186696,0.0,1.0,100296,features,no,no
587736915678593083,219.78488159179688,12.227685928344728,287,0.125,0.9089999794960022,0.0,0.0280193892950486,0.936334559973262,0.9988728091775464,2.4202242589978764e-07,100298,features,no,spiral
587725552270246042,121.5541000366211,48.23070907592773,162,0.0399999991059303,0.9480000138282776,0.0,0.0,1.0,0.9897265522197348,0.0041051172551018,10030,features,no,spiral
587736915678593301,219.85397338867188,12.36987590789795,222,0.0769999995827674,0.953000009059906,0.0020000000949949,0.0,1.0,0.9986440335632828,0.0002185261735103,100300,features,no,spiral
587736915678658705,220.02171325683597,12.32274341583252,294,0.0,1.0,0.025000000372529,0.0123085341966387,0.9625712742382024,1.0,0.0,100306,features,no,spiral
587736915678658783,219.93630981445312,12.36269474029541,220,0.1469999998807907,0.8460000157356262,0.025000000372529,0.0,1.0,0.923532688994058,0.0262424239401369,100307,features,no,spiral
587736915678658896,219.9998321533203,12.3133544921875,278,0.0010000000474974,0.9959999918937684,0.0,0.0015410794096139,0.98600482645039,0.9924180319331154,0.0005577993972758,100309,features,no,spiral
587736915678724283,220.12733459472656,12.323800086975098,265,0.0,1.0,0.0189999993890523,2.83227727218937e-05,0.9881881472474556,0.9983166919049754,9.992048657388715e-10,100310,features,no,spiral
587736915678789845,220.2476348876953,12.265288352966309,222,0.0689999982714653,0.9409999847412108,0.0140000004321336,0.0398696642636713,0.9030501003776644,0.9911318643470862,7.06892240032395e-05,100312,features,no,spiral
587736915679248418,221.3453521728516,12.141252517700195,130,0.8619999885559082,0.0740000009536743,0.0010000000474974,0.0,1.0,0.0,1.0,100314,smooth,no,no
587736915679314162,221.50454711914065,12.098965644836426,137,0.8289999961853027,0.210999995470047,0.0439999997615814,0.0,1.0,0.0,1.0,100315,smooth,no,no
587736915679445249,221.81024169921875,12.09254264831543,171,0.1780000030994415,0.8190000057220459,0.0610000006854534,0.0167400060476384,0.9064052566882316,0.0,1.0,100318,features,no,no
587736915679445276,221.81185913085935,11.98203468322754,147,0.3039999902248382,0.9319999814033508,0.0340000018477439,0.0,1.0,0.9934947296040004,0.0007901247964085,100319,features,no,spiral
587736915679772930,222.5863342285156,11.980137825012209,179,0.0879999995231628,0.9089999794960022,0.0260000005364418,0.0076293639352701,0.957325344279754,0.0,1.0,100322,features,no,no
587736915679903891,222.8050994873047,11.759503364562988,231,0.1019999980926513,0.8949999809265137,0.0010000000474974,0.131981450150257,0.8390176091681971,0.8240471874753492,0.0957481778808844,100323,features,no,spiral
587736915679903939,222.8577880859375,11.80373477935791,403,0.0,1.0,0.0010000000474974,5.267022948103032e-05,0.9843693505644332,1.0,0.0,100324,features,no,spiral
587736915680035055,223.13409423828125,11.879767417907717,136,0.8460000157356262,0.1199999973177909,0.0209999997168779,0.0,1.0,0.0,1.0,100326,smooth,no,no
587736915680035158,223.187255859375,11.729212760925291,171,0.0240000002086162,0.972000002861023,0.0,0.003616583687915,0.9294453266266636,0.9959642536184528,2.3893362893420836e-08,100327,features,no,spiral
587736915680231757,223.68751525878903,11.803181648254396,297,0.0410000011324882,0.9570000171661376,0.0010000000474974,0.0009845104801046,0.9821276709175858,0.989927022709716,0.0145920231325035,100328,features,no,spiral
587725552270508292,122.14913177490234,48.75276184082031,178,0.0,0.9789999723434448,0.0289999991655349,0.0013491040891099,0.97056133726413,0.9995247311292104,5.367977752935063e-13,10033,features,no,spiral
587736915680559134,224.32440185546875,11.668726921081545,301,0.0,1.0,0.0,0.0872731380703564,0.9071756333779528,1.0,0.0,100333,features,no,spiral
587736915680624896,224.5292510986328,11.605504035949709,143,0.8820000290870667,0.1120000034570694,0.0,0.0,1.0,0.0,1.0,100336,smooth,no,no
587736915680690388,224.62014770507807,11.546603202819824,157,0.8040000200271606,0.1519999951124191,0.0020000000949949,0.0,1.0,0.0,1.0,100337,smooth,no,no
587725552270573812,122.2380142211914,48.88904571533203,117,0.0939999967813491,0.9350000023841858,0.0010000000474974,0.0,1.0,0.947921946597009,0.0097300923419495,10034,features,no,spiral
587736915680887062,225.13284301757807,11.531574249267578,295,0.0,1.0,0.0,0.0,1.0,1.0,0.0,100342,features,no,spiral
587736915680952356,225.2361602783203,11.517395973205566,341,0.0,0.9919999837875366,0.0080000003799796,0.0371809441128071,0.9545629406409258,1.0,0.0,100343,features,no,spiral
587736915680952589,225.3158416748047,11.40201187133789,309,0.025000000372529,1.0,0.0099999997764825,0.0,1.0,0.9872157934606006,0.0106118691134725,100344,features,no,spiral
587736915681083712,225.6097717285156,11.306976318359377,208,0.0,1.0,0.0240000002086162,0.0003962016867825,0.984706907322422,1.0,0.0,100345,features,no,spiral
